legacy.in_reply_to_user_id_str,legacy.user_id_str,name_csv
270493978.0,9.639722964435968e+17,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
270493978.0,767095274.0,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
1.0327464274773606e+18,9.639722964435968e+17,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
337974728.0,9.639722964435968e+17,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
9.639722964435968e+17,36161207.0,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
9.639722964435968e+17,36161207.0,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
36161207.0,9.639722964435968e+17,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
8.931282279459348e+17,9.639722964435968e+17,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
767095274.0,9.639722964435968e+17,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
270493978.0,9.639722964435968e+17,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
270493978.0,767095274.0,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
1.0327464274773606e+18,9.639722964435968e+17,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
337974728.0,9.639722964435968e+17,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
1.5689446964533903e+18,1.5407430837293548e+18,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
3087371493.0,853318776.0,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
853318776.0,3087371493.0,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
84361799.0,155447912.0,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
3087371493.0,853318776.0,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
853318776.0,3087371493.0,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
622032936.0,77574569.0,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
622032936.0,1.7476326099731948e+18,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
622032936.0,1.3291153725330186e+18,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
622032936.0,1.2461968451115827e+18,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
622032936.0,219764316.0,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
622032936.0,1.3203677188649247e+18,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
9.639722964435968e+17,36161207.0,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
9.639722964435968e+17,767095274.0,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia._dados.csv"
